,Order ID,Order Date,Shipping Date,Ship Mode,Quantity,Purchasing Price,Planned Sales Price,Discount,Product ID,Customer ID,Product Category,Sub-Category,Product Name,Customer Name,Client Segment,State,Postal Code,Region,Country
240,CA-2017-155376,2017-12-22,2017-12-27,Standard Class,3,419.71500000000003,839.4300000000001,0.0,10001058,20080,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Sandra Glassco,Consumer,Missouri,64055,Central,USA
241,US-2017-152366,2017-04-21,2017-04-25,Second Class,4,58.35839999999999,97.26399999999998,0.09,10002684,20500,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Shirley Jackson,Consumer,Texas,77036,Central,USA
242,CA-2017-107720,2017-11-06,2017-11-13,Standard Class,3,32.382,46.26,0.09,10001414,21685,Office Supplies,Storage,Decoflex Hanging Personal Folder File,Valerie Mitchum,Home Office,New Jersey,7090,East,USA
243,US-2017-124303,2017-07-06,2017-07-13,Standard Class,2,2.0622000000000003,2.9460000000000006,0.07,10000343,14365,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Fred Hopkins,Corporate,Pennsylvania,19120,East,USA
244,US-2017-124303,2017-07-06,2017-07-13,Standard Class,3,10.4364,16.056,0.05,10002749,14365,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Fred Hopkins,Corporate,Pennsylvania,19120,East,USA
245,CA-2017-105074,2017-06-24,2017-06-29,Standard Class,3,13.046400000000002,21.744000000000003,0.06,10002666,17305,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Maria Bertelson,Consumer,Ohio,44312,East,USA
246,US-2017-116701,2017-12-17,2017-12-21,Second Class,2,33.141999999999996,66.28399999999999,0.05,10003217,17140,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,Logan Currie,Consumer,Texas,75220,Central,USA
247,CA-2017-126382,2017-06-03,2017-06-07,Standard Class,7,17.584000000000003,35.168000000000006,0.05,10002960,14890,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",Heather Kirkland,Corporate,Tennessee,37064,South,USA
248,CA-2017-108329,2017-12-09,2017-12-14,Standard Class,4,289.09920000000005,444.76800000000003,0.04,10001918,16810,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,Laurel Elliston,Consumer,California,90604,West,USA
249,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,4,50.352,83.92,0.05,10000642,15985,Office Supplies,Storage,"Tennsco Lockers, Gray",Joseph Holt,Consumer,Michigan,48601,Central,USA
250,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,2,92.38599999999998,131.98,0.08,10001700,15985,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Joseph Holt,Consumer,Michigan,48601,Central,USA
251,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,4,11.144,15.92,0.08,10003274,15985,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",Joseph Holt,Consumer,Michigan,48601,Central,USA
252,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,9,33.9885,52.29,0.06,10000134,15985,Office Supplies,Labels,Avery 511,Joseph Holt,Consumer,Michigan,48601,Central,USA
253,CA-2017-135860,2017-12-01,2017-12-07,Standard Class,1,55.193999999999996,91.99,0.03,10001522,15985,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Joseph Holt,Consumer,Michigan,48601,Central,USA
254,US-2017-100930,2017-04-07,2017-04-12,Standard Class,2,128.62300000000002,233.86,0.08,10001705,12400,Furniture,Tables,Bush Advantage Collection Round Conference Table,Christopher Schild,Home Office,Illinois,60623,Central,USA
255,US-2017-100930,2017-04-07,2017-04-12,Standard Class,3,372.36870000000005,620.6145000000001,0.07,10003473,12400,Furniture,Tables,Bretford Rectangular Conference Table Tops,Christopher Schild,Home Office,Illinois,60623,Central,USA
256,US-2017-100930,2017-04-07,2017-04-12,Standard Class,2,2.6640000000000006,5.328000000000001,0.07,10001679,12400,Office Supplies,Binders,GBC Instant Index System for Binding Systems,Christopher Schild,Home Office,Illinois,60623,Central,USA
257,US-2017-100930,2017-04-07,2017-04-12,Standard Class,3,129.036,258.072,0.08,10004017,12400,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Christopher Schild,Home Office,Illinois,60623,Central,USA
258,US-2017-100930,2017-04-07,2017-04-12,Standard Class,3,401.6844000000001,617.9760000000001,0.08,10003832,12400,Technology,Accessories,Logitech P710e Mobile Speakerphone,Christopher Schild,Home Office,Illinois,60623,Central,USA
259,CA-2017-160514,2017-11-12,2017-11-16,Standard Class,2,6.336,10.56,0.07,10002479,13120,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),David Bremer,Corporate,California,95051,West,USA
260,CA-2017-163139,2017-12-01,2017-12-03,Second Class,3,14.259,20.37,0.03,10000290,12670,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,Craig Carreira,Consumer,New York,10009,East,USA
261,CA-2017-163139,2017-12-01,2017-12-03,Second Class,3,144.0075,221.54999999999998,0.0,10002790,12670,Office Supplies,Storage,Safco Industrial Shelving,Craig Carreira,Consumer,New York,10009,East,USA
262,CA-2017-163139,2017-12-01,2017-12-03,Second Class,5,10.511999999999999,17.52,0.05,10003460,12670,Office Supplies,Binders,Acco 3-Hole Punch,Craig Carreira,Consumer,New York,10009,East,USA
263,US-2017-155299,2017-06-08,2017-06-12,Standard Class,2,0.8931999999999998,1.6239999999999994,0.0,10002203,13600,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Dorris liebe,Corporate,Texas,77506,Central,USA
264,CA-2017-136826,2017-06-16,2017-06-20,Standard Class,3,8.4096,14.015999999999998,0.05,10003602,12535,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",Claudia Bergmann,Corporate,North Carolina,27514,South,USA
265,US-2017-145366,2017-12-09,2017-12-13,Standard Class,1,26.045599999999997,37.208,0.05,10004180,12310,Office Supplies,Storage,Safco Commercial Shelving,Christine Abelman,Corporate,Ohio,45231,East,USA
266,US-2017-145366,2017-12-09,2017-12-13,Standard Class,3,37.4244,57.576,0.05,10004386,12310,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Christine Abelman,Corporate,Ohio,45231,East,USA
267,CA-2017-163979,2017-12-28,2018-01-02,Second Class,4,435.504,725.84,0.05,10003208,16690,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,Kristen Hastings,Corporate,California,94110,West,USA
268,CA-2017-118136,2017-09-16,2017-09-17,First Class,2,4.41,8.82,0.05,10002615,10990,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Barry Blumstein,Corporate,California,90301,West,USA
269,CA-2017-118136,2017-09-16,2017-09-17,First Class,1,3.8870000000000005,5.98,0.07,10001427,10990,Office Supplies,Art,Newell 330,Barry Blumstein,Corporate,California,90301,West,USA
270,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,2,6.9888,11.648000000000001,0.09,10000673,10495,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Andrew Gjertsen,Corporate,Pennsylvania,19140,East,USA
271,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,4,12.723199999999999,18.176,0.09,10004470,10495,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Andrew Gjertsen,Corporate,Pennsylvania,19140,East,USA
272,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,6,41.7984,59.712,0.08,10000876,10495,Office Supplies,Storage,Eldon Simplefile Box Office,Andrew Gjertsen,Corporate,Pennsylvania,19140,East,USA
273,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,3,16.145999999999997,24.839999999999996,0.08,10002043,10495,Office Supplies,Labels,Avery 489,Andrew Gjertsen,Corporate,Pennsylvania,19140,East,USA
274,US-2017-152380,2017-11-19,2017-11-23,Standard Class,3,109.53750000000001,219.07500000000002,0.08,10002533,15910,Furniture,Tables,BPI Conference Tables,Jonathan Howell,Consumer,California,90032,West,USA
275,CA-2017-126774,2017-04-15,2017-04-17,First Class,1,3.4229999999999996,4.89,0.05,10002804,20395,Office Supplies,Art,Faber Castell Col-Erase Pencils,Shahid Hopkins,Consumer,Virginia,22204,South,USA
276,CA-2017-153339,2017-11-03,2017-11-05,Second Class,1,10.3948,15.991999999999999,0.09,10001967,13510,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,Don Jones,Corporate,Tennessee,37130,South,USA
277,CA-2017-169901,2017-06-15,2017-06-19,Standard Class,3,31.1844,47.976,0.06,10002293,12550,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Clay Cheatham,Consumer,California,94122,West,USA
278,CA-2017-134306,2017-07-08,2017-07-12,Standard Class,3,4.5360000000000005,7.5600000000000005,0.06,10004027,20995,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Tamara Dahlen,Consumer,Massachusetts,1852,East,USA
279,CA-2017-134306,2017-07-08,2017-07-12,Standard Class,2,17.191999999999997,24.56,0.05,10000249,20995,Office Supplies,Paper,Easy-staple paper,Tamara Dahlen,Consumer,Massachusetts,1852,East,USA
280,CA-2017-134306,2017-07-08,2017-07-12,Standard Class,2,9.072,12.96,0.05,10001374,20995,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",Tamara Dahlen,Consumer,Massachusetts,1852,East,USA
281,CA-2017-155698,2017-03-08,2017-03-11,First Class,8,421.09600000000006,647.84,0.03,10001124,21745,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Victoria Brennan,Corporate,Georgia,31907,South,USA
282,CA-2017-155698,2017-03-08,2017-03-11,First Class,2,12.42,20.7,0.03,10001158,21745,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Victoria Brennan,Corporate,Georgia,31907,South,USA
283,CA-2017-144904,2017-09-25,2017-10-01,Standard Class,2,11.385,20.7,0.05,10001158,16435,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Katrina Willman,Consumer,New York,10009,East,USA
284,CA-2017-144904,2017-09-25,2017-10-01,Standard Class,3,293.1876,488.646,0.05,10000785,16435,Furniture,Chairs,Global Ergonomic Managers Chair,Katrina Willman,Consumer,New York,10009,East,USA
285,CA-2017-144904,2017-09-25,2017-10-01,Standard Class,2,2.78,5.56,0.05,10003732,16435,Office Supplies,Art,Newell 333,Katrina Willman,Consumer,New York,10009,East,USA
286,CA-2017-144904,2017-09-25,2017-10-01,Standard Class,8,23.56,47.12,0.05,10000023,16435,Furniture,Furnishings,Eldon Wave Desk Accessories,Katrina Willman,Consumer,New York,10009,East,USA
287,CA-2017-104745,2017-05-29,2017-06-04,Standard Class,5,15.552000000000003,25.920000000000005,0.05,10002036,14755,Office Supplies,Paper,Xerox 1930,Guy Thornton,Consumer,Texas,78550,Central,USA
288,CA-2017-104745,2017-05-29,2017-06-04,Standard Class,3,29.383200000000006,53.42400000000001,0.07,10002205,14755,Office Supplies,Storage,File Shuttle I and Handi-File,Guy Thornton,Consumer,Texas,78550,Central,USA
289,CA-2017-101798,2017-12-11,2017-12-15,Standard Class,4,15.184,23.36,0.04,10000050,18190,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",Mike Vittorini,Consumer,New York,10009,East,USA
290,CA-2017-101798,2017-12-11,2017-12-15,Standard Class,2,23.987999999999996,39.98,0.08,10001998,18190,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Mike Vittorini,Consumer,New York,10009,East,USA
291,CA-2017-102946,2017-06-30,2017-07-05,Standard Class,3,37.896,75.792,0.06,10004492,21730,Office Supplies,Binders,Tuf-Vin Binders,Victor Preis,Home Office,Nevada,89115,West,USA
292,CA-2017-165603,2017-10-17,2017-10-19,Second Class,2,32.474000000000004,49.96,0.06,10000798,20140,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,Saphhira Shifley,Corporate,Rhode Island,2886,East,USA
293,CA-2017-165603,2017-10-17,2017-10-19,Second Class,2,7.776,12.96,0.06,10002552,20140,Office Supplies,Paper,Xerox 1958,Saphhira Shifley,Corporate,Rhode Island,2886,East,USA
294,CA-2017-117933,2017-12-24,2017-12-29,Standard Class,3,17.955000000000002,35.910000000000004,0.03,10004249,19840,Office Supplies,Appliances,Staple holder,Roy Französisch,Consumer,New York,10024,East,USA
295,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,5,116.96750000000002,179.95000000000002,0.0,10000158,16510,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Keith Herrera,Consumer,California,94110,West,USA
296,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,3,719.9856000000001,1199.976,0.05,10004115,16510,Technology,Copiers,Sharp AL-1530CS Digital Copier,Keith Herrera,Consumer,California,94110,West,USA
297,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,5,19.005,27.15,0.0,10003724,16510,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Keith Herrera,Consumer,California,94110,West,USA
298,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,7,702.8167999999998,1004.0239999999999,0.02,10002041,16510,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Keith Herrera,Consumer,California,94110,West,USA
299,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,1,6.292,9.68,0.03,10002893,16510,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",Keith Herrera,Consumer,California,94110,West,USA
300,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,9,17.009999999999998,28.349999999999998,0.03,10003766,16510,Office Supplies,Labels,Self-Adhesive Removable Labels,Keith Herrera,Consumer,California,94110,West,USA
301,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,1,30.789,55.98,0.05,10001970,16510,Office Supplies,Paper,Xerox 1881,Keith Herrera,Consumer,California,94110,West,USA
302,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,13,802.0974,1336.829,0.05,10001972,16510,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Keith Herrera,Consumer,California,94110,West,USA
303,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,2,56.784000000000006,113.56800000000001,0.05,10003956,16510,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,Keith Herrera,Consumer,California,94110,West,USA
304,CA-2017-142636,2017-11-03,2017-11-07,Standard Class,7,69.93,139.86,0.05,10000157,16675,Office Supplies,Paper,Xerox 191,Kimberly Carter,Corporate,Washington,98105,West,USA
305,CA-2017-142636,2017-11-03,2017-11-07,Standard Class,4,199.63840000000002,307.136,0.05,10001891,16675,Furniture,Chairs,Global Deluxe Office Fabric Chairs,Kimberly Carter,Corporate,Washington,98105,West,USA
306,CA-2017-122105,2017-06-24,2017-06-28,Standard Class,8,57.552,95.92,0.05,10004344,12010,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,Caroline Jumper,Consumer,California,92646,West,USA
307,CA-2017-154816,2017-11-06,2017-11-10,Standard Class,1,4.046,5.78,0.05,10003845,21745,Office Supplies,Paper,Xerox 1987,Victoria Brennan,Corporate,Georgia,31907,South,USA
308,CA-2017-110478,2017-03-04,2017-03-09,Standard Class,4,6.058000000000001,9.32,0.05,10001573,20860,Office Supplies,Art,American Pencil,Sung Pak,Corporate,Pennsylvania,19143,East,USA
309,CA-2017-110478,2017-03-04,2017-03-09,Standard Class,1,9.15,15.25,0.05,10000483,20860,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",Sung Pak,Corporate,Pennsylvania,19143,East,USA
310,CA-2017-125388,2017-10-19,2017-10-23,Standard Class,4,33.936,56.56,0.09,10004712,17965,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Michael Paige,Corporate,Massachusetts,1841,East,USA
311,CA-2017-125388,2017-10-19,2017-10-23,Standard Class,3,16.35,32.7,0.09,10000918,17965,Office Supplies,Storage,Crate-A-Files,Michael Paige,Corporate,Massachusetts,1841,East,USA
312,CA-2017-155705,2017-08-21,2017-08-23,Second Class,4,433.2,866.4,0.08,10000015,18385,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,Natalie Fritzler,Consumer,Mississippi,39212,South,USA
313,CA-2017-149160,2017-11-23,2017-11-26,Second Class,2,18.46,28.4,0.08,10003347,15265,Furniture,Furnishings,Coloredge Poster Frame,Janet Molinari,Corporate,New York,10024,East,USA
314,CA-2017-149160,2017-11-23,2017-11-26,Second Class,8,172.752,287.92,0.07,10001543,15265,Office Supplies,Binders,GBC VeloBinder Manual Binding System,Janet Molinari,Corporate,New York,10024,East,USA
315,CA-2017-152275,2017-10-01,2017-10-08,Standard Class,6,4.670399999999999,6.671999999999999,0.08,10000369,16630,Office Supplies,Art,Design Ebony Sketching Pencil,Ken Heidel,Corporate,Texas,78207,Central,USA
316,CA-2017-130043,2017-09-15,2017-09-19,Standard Class,8,22.3104,31.872000000000003,0.09,10002230,11545,Office Supplies,Paper,Xerox 1897,Brenda Bowman,Corporate,Texas,77070,Central,USA
317,CA-2017-157252,2017-01-20,2017-01-23,Second Class,3,135.09990000000002,207.84600000000003,0.07,10003396,12805,Furniture,Chairs,Global Deluxe Steno Chair,Cynthia Voltz,Corporate,New York,10035,East,USA
318,CA-2017-154214,2017-03-20,2017-03-25,Second Class,1,1.746,2.91,0.04,10000206,21595,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Troy Blackwell,Consumer,Indiana,47201,Central,USA
319,CA-2017-147277,2017-10-20,2017-10-24,Standard Class,2,142.182,284.364,0.05,10001539,13705,Furniture,Tables,Chromcraft Rectangular Conference Tables,Ed Braxton,Corporate,Ohio,44312,East,USA
320,CA-2017-147277,2017-10-20,2017-10-24,Standard Class,2,332.704,665.408,0.0,10000142,13705,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,Ed Braxton,Corporate,Ohio,44312,East,USA
321,CA-2017-140963,2017-06-10,2017-06-13,First Class,2,14.8,29.6,0.09,10003923,18070,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,Michelle Tran,Home Office,California,90045,West,USA
322,CA-2017-140963,2017-06-10,2017-06-13,First Class,5,334.20725,514.165,0.04,10001337,18070,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,Michelle Tran,Home Office,California,90045,West,USA
323,CA-2017-140963,2017-06-10,2017-06-13,First Class,5,167.97599999999997,279.96,0.08,10001924,18070,Technology,Phones,iHome FM Clock Radio with Lightning Dock,Michelle Tran,Home Office,California,90045,West,USA
324,CA-2017-134978,2017-11-12,2017-11-15,Second Class,5,10.348,15.920000000000002,0.03,10003274,13705,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",Ed Braxton,Corporate,Ohio,44312,East,USA
325,CA-2017-135307,2017-11-26,2017-11-27,First Class,3,75.78,126.30000000000001,0.05,10001290,17245,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,Lynn Smith,Consumer,Missouri,64118,Central,USA
326,CA-2017-135307,2017-11-26,2017-11-27,First Class,2,20.922,38.04,0.05,10002399,17245,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Lynn Smith,Consumer,Missouri,64118,Central,USA
327,CA-2017-163405,2017-12-21,2017-12-25,Standard Class,3,3.315,6.63,0.05,10003811,11515,Office Supplies,Art,Newell 327,Bradley Nguyen,Consumer,California,90049,West,USA
328,CA-2017-163405,2017-12-21,2017-12-25,Standard Class,2,2.94,5.88,0.05,10001246,11515,Office Supplies,Art,Newell 317,Bradley Nguyen,Consumer,California,90049,West,USA
329,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,5,1949.9675,2999.95,0.05,10003236,10180,Technology,Copiers,Canon Image Class D660 Copier,Alan Dominguez,Home Office,Texas,77041,Central,USA
330,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,3,30.869999999999997,51.449999999999996,0.05,10004507,10180,Office Supplies,Storage,Advantus Rolling Storage Box,Alan Dominguez,Home Office,Texas,77041,Central,USA
331,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,2,8.372,11.96,0.07,10001667,10180,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Alan Dominguez,Home Office,Texas,77041,Central,USA
332,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,3,788.2139999999999,1126.02,0.09,10004459,10180,Office Supplies,Storage,Tennsco Single-Tier Lockers,Alan Dominguez,Home Office,Texas,77041,Central,USA
333,CA-2017-145142,2017-01-23,2017-01-25,First Class,2,126.588,210.98,0.07,10001857,17605,Furniture,Tables,Balt Solid Wood Rectangular Table,Matt Connell,Corporate,Michigan,48234,Central,USA
334,CA-2017-113558,2017-10-21,2017-10-26,Standard Class,3,410.37120000000004,683.9520000000001,0.06,10003379,18790,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,Patricia Hirasaki,Home Office,Florida,33801,South,USA
335,CA-2017-113558,2017-10-21,2017-10-26,Standard Class,3,31.987199999999998,45.696,0.06,10001756,18790,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Patricia Hirasaki,Home Office,Florida,33801,South,USA
336,US-2017-129441,2017-09-07,2017-09-11,Standard Class,3,28.764,47.94,0.04,10000448,15340,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,Jasper Cacioppo,Consumer,California,90032,West,USA
337,US-2017-122637,2017-09-03,2017-09-08,Second Class,7,25.569599999999994,42.61599999999999,0.05,10002429,13915,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",Emily Phan,Consumer,Illinois,60653,Central,USA
338,CA-2017-162929,2017-11-19,2017-11-22,First Class,6,24.768,41.28,0.06,10000404,10135,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,Adrian Shami,Home Office,New York,10035,East,USA
339,CA-2017-162929,2017-11-19,2017-11-22,First Class,2,9.351999999999999,13.36,0.03,10002986,10135,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Adrian Shami,Home Office,New York,10035,East,USA
340,CA-2017-112774,2017-09-11,2017-09-12,First Class,1,20.7024,34.504000000000005,0.03,10003039,19960,Office Supplies,Paper,Xerox 1960,Ryan Crowe,Consumer,Ohio,43229,East,USA
341,CA-2017-101945,2017-11-24,2017-11-28,Standard Class,3,5.412,10.824,0.03,10004248,14710,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,Greg Tran,Consumer,Texas,77070,Central,USA
342,CA-2017-100650,2017-06-29,2017-07-03,Second Class,2,647.89,1295.78,0.05,10001780,13225,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,Dean Katz,Corporate,Pennsylvania,19140,East,USA
343,CA-2017-118731,2017-11-20,2017-11-22,Second Class,3,27.689999999999998,42.599999999999994,0.05,10003347,17080,Furniture,Furnishings,Coloredge Poster Frame,Liz Pelletier,Consumer,California,94110,West,USA
344,CA-2017-118731,2017-11-20,2017-11-22,Second Class,7,50.433600000000006,84.05600000000001,0.05,10000069,17080,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Liz Pelletier,Consumer,California,94110,West,USA
345,CA-2017-137099,2017-12-07,2017-12-10,First Class,3,243.34440000000004,374.37600000000003,0.09,10002496,14320,Technology,Phones,Cisco SPA301,Frank Preis,Consumer,California,90008,West,USA
346,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,8,55.104,91.84,0.09,10004530,13840,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,Ellis Ballard,Corporate,Washington,98105,West,USA
347,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,7,56.7616,81.08800000000001,0.08,10001107,13840,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",Ellis Ballard,Corporate,Washington,98105,West,USA
348,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,3,13.608,19.44,0.08,10004451,13840,Office Supplies,Paper,Xerox 222,Ellis Ballard,Corporate,Washington,98105,West,USA
349,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,3,293.24879999999996,451.15199999999993,0.07,10004997,13840,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,Ellis Ballard,Corporate,Washington,98105,West,USA
350,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,7,43.47,72.45,0.07,10001297,15415,Office Supplies,Labels,Avery 473,Jennifer Ferguson,Consumer,New York,10024,East,USA
351,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,4,7.678000000000001,13.96,0.08,10000585,15415,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,Jennifer Ferguson,Consumer,New York,10024,East,USA
352,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,7,19.9584,33.264,0.07,10001922,15415,Office Supplies,Binders,Storex Dura Pro Binders,Jennifer Ferguson,Consumer,New York,10024,East,USA
353,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,3,7.425000000000001,14.850000000000001,0.06,10000347,15415,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Jennifer Ferguson,Consumer,New York,10024,East,USA
354,CA-2017-118640,2017-07-20,2017-07-26,Standard Class,2,48.7984,69.712,0.09,10002974,11950,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",Carlos Soltero,Consumer,Illinois,60610,Central,USA
355,CA-2017-118640,2017-07-20,2017-07-26,Standard Class,1,5.7148,8.792,0.04,10001475,11950,Furniture,Furnishings,"Contract Clock, 14"", Brown",Carlos Soltero,Consumer,Illinois,60610,Central,USA
356,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,3,258.70680000000004,470.3760000000001,0.09,10004977,13465,Technology,Phones,GE 30524EE4,Dianna Vittorini,Consumer,Colorado,80219,West,USA
357,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,2,63.3504,105.584,0.07,10000586,13465,Technology,Phones,AT&T SB67148 SynJ,Dianna Vittorini,Consumer,Colorado,80219,West,USA
358,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,3,15.576,31.152,0.05,10000358,13465,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,Dianna Vittorini,Consumer,Colorado,80219,West,USA
359,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,7,3.3915,6.783,0.06,10002764,13465,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,Dianna Vittorini,Consumer,Colorado,80219,West,USA
360,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,4,264.1392,406.368,0.06,10001254,13465,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,Dianna Vittorini,Consumer,Colorado,80219,West,USA
361,CA-2017-138611,2017-11-14,2017-11-17,Second Class,10,59.96999999999999,119.93999999999998,0.08,10000011,12595,Technology,Phones,PureGear Roll-On Screen Protector,Clytie Kelty,Consumer,Ohio,43123,East,USA
362,CA-2017-138611,2017-11-14,2017-11-17,Second Class,2,2.3712000000000004,3.6480000000000006,0.08,10002949,12595,Office Supplies,Binders,Prestige Round Ring Binders,Clytie Kelty,Consumer,Ohio,43123,East,USA
